third_party,rep_inc_party,dem_inc,rep_inc,dem_inc_party,july_dem,jul_rep,aug_dem,aug_rep,sep_dem,sep_rep,oct_dem,oct_rep,unem_dec_t_1,unem_per_change_t_2_t_1,GDP_per_change_t_1,inflation_t_1,last_recession,greatwar_years,avg_pres_approval,int_pres_approval_dem_inc,int_pres_approval_dem_inc_party,pop,state_gdp,area,state_gdp_per_cap,pop_density,region_ne,region_mw,region_s,region_w,prog,trad,moral,ind,lag_dem_per,lag2_dem_per,counter,int_south_year,lag_citi,lag_nom
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,835000,41500000000,"77,115.68",49700,10.8278887,0,1,0,0,0,0,0,0,45,38.4,54,0,55.88549042,30.12503242
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,863000,47800000000,"77,115.68",55400,11.19097958,0,1,0,0,0,0,0,0,40,45,58,0,46.61509705,29.50201416
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,4072000,17900000000,"42,144.25",4400,96.62053542,0,0,1,0,0,0,0,0,28.1,55.5,14,14,25.60009956,64.91877747
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,4234000,26600000000,"42,144.25",6280,100.4644762,0,0,1,0,0,0,0,0,29.7,28.1,18,18,27.81230927,49.63455963
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,4595000,42200000000,"42,144.25",9180,109.0302948,0,0,1,0,0,0,0,0,55.9,29.7,22,22,37.49267578,63.82461548
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,4728000,57100000000,"42,144.25",12100,112.1861227,0,0,1,0,0,0,0,0,48.4,55.9,26,26,39.24903488,50.25989532
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,4898000,80700000000,"42,144.25",16500,116.2198876,0,0,1,0,0,0,0,0,41.6,48.4,30,30,48.61029434,49.39099121
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,5025000,1.01E+11,"42,144.25",20100,119.2333474,0,0,1,0,0,0,0,0,41.5,41.6,34,34,52.44823074,62.21216202
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,5307000,1.37E+11,"42,144.25",25800,125.9246516,0,0,1,0,0,0,0,0,47.1,41.5,38,38,48.56385422,61.14482117
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,5689000,1.76E+11,"42,144.25",30900,134.9887588,0,0,1,0,0,0,0,0,48,47.1,42,42,32.02440643,39.55941391
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,5912000,2.04E+11,"42,144.25",34500,140.2801094,0,0,1,0,0,0,0,0,47.3,48,46,46,32.94235611,42.51396179
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,6240000,2.44E+11,"42,144.25",39100,148.062903,0,0,1,0,0,0,0,0,42.5,47.3,50,50,40.49794006,57.26065826
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,6455000,2.68E+11,"42,144.25",41500,153.1644293,0,0,1,0,0,0,0,0,42,42.5,54,54,47.78050613,54.57028961
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,6645000,3.23E+11,"42,144.25",48600,157.6727549,0,0,1,0,0,0,0,0,39,42,58,58,37.82814789,24.11133575
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,11600000,57300000000,"268,596.46",4940,43.1874642,0,0,1,0,0,0,0,0,41.1,63.3,14,14,31.83405876,60.63197327
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,12600000,98800000000,"268,596.46",7840,46.91052146,0,0,1,0,0,0,0,0,33.3,41.1,18,18,23.68551445,60.6064949
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,14300000,1.72E+11,"268,596.46",12000,53.2397188,0,0,1,0,0,0,0,0,51.1,33.3,22,22,27.3406868,60.88268661
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,16100000,2.65E+11,"268,596.46",16500,59.94122186,0,0,1,0,0,0,0,0,41.4,51.1,26,26,26.96352577,40.24456406
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,16800000,3.01E+11,"268,596.46",17900,62.54736194,0,0,1,0,0,0,0,0,36.1,41.4,30,30,37.03100967,59.85458374
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,17700000,3.94E+11,"268,596.46",22300,65.89811347,0,0,1,0,0,0,0,0,43.3,36.1,34,34,41.54971695,43.65702057
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,19000000,5.08E+11,"268,596.46",26700,70.73808791,0,0,1,0,0,0,0,0,37.1,43.3,38,38,42.26662445,62.20824814
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,20900000,6.81E+11,"268,596.46",32600,77.8118967,0,0,1,0,0,0,0,0,43.8,37.1,42,42,34.79912949,40.12090683
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,22500000,8.3E+11,"268,596.46",36900,83.76878832,0,0,1,0,0,0,0,0,38,43.8,46,46,39.89757919,33.41654587
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,24300000,1.18E+12,"268,596.46",48600,90.47029138,0,0,1,0,0,0,0,0,38.2,38,50,50,43.35345459,23.73648262
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,26100000,1.33E+12,"268,596.46",51000,97.17179445,0,0,1,0,0,0,0,0,44,38.2,54,54,47.69152832,25.66213989
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,27900000,1.57E+12,"268,596.46",56300,103.8732975,0,0,1,0,0,0,0,0,41,44,58,58,38.05974197,22.23943329
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,1127000,4940000000,"84,896.88",4380,13.27492836,0,0,0,1,0,0,0,0,31.1,54.7,14,0,43.94439697,52.59892654
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,1232000,8190000000,"84,896.88",6650,14.51172293,0,0,0,1,0,0,0,0,26.4,31.1,18,0,40.41975021,57.12568665
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,1472000,13700000000,"84,896.88",9310,17.33868194,0,0,0,1,0,0,0,0,33.6,26.4,22,0,29.81441116,59.75527191
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,1623000,19800000000,"84,896.88",12200,19.11731032,0,0,0,1,0,0,0,0,20.6,33.6,26,0,15.70074177,46.62139511
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1691000,25100000000,"84,896.88",14800,19.91828204,0,0,0,1,0,0,0,0,24.7,20.6,30,0,25.23997498,44.83834076
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1811000,33500000000,"84,896.88",18500,21.33176154,0,0,0,1,0,0,0,0,32,24.7,34,0,38.84420776,26.18209076
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,2022000,46700000000,"84,896.88",23100,23.81712968,0,0,0,1,0,0,0,0,24.7,32,38,0,34.24389648,27.19796371
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,2233000,66000000000,"84,896.88",29600,26.30249781,0,0,0,1,0,0,0,0,33.3,24.7,42,0,28.12437057,29.36368561
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,2431000,79100000000,"84,896.88",32500,28.63473899,0,0,0,1,0,0,0,0,26.3,33.3,46,0,29.45091248,27.97786713
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,2727000,1.15E+11,"84,896.88",42200,32.12132177,0,0,0,1,0,0,0,0,26,26.3,50,0,30.39461136,26.65995789
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,2856000,1.25E+11,"84,896.88",43800,33.64081224,0,0,0,1,0,0,0,0,34,26,54,0,28.39763069,26.65995789
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,3043000,1.5E+11,"84,896.88",49300,35.84348447,0,0,0,1,0,0,0,0,25,34,58,0,16.83948517,18.62424469
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,460000,2120000000,"9,616.36",4610,47.8351476,1,0,0,0,0,0,0,0,43.5,66.3,14,0,69.11832428,66.95049286
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,477000,2810000000,"9,616.36",5890,49.60296827,1,0,0,0,0,0,0,0,36.5,43.5,18,0,58.62828445,43.36016083
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,512000,4400000000,"9,616.36",8590,53.24259907,1,0,0,0,0,0,0,0,43.1,36.5,22,0,70.01230621,59.75053024
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,530000,6270000000,"9,616.36",11800,55.11440919,1,0,0,0,0,0,0,0,38.4,43.1,26,0,62.7061882,49.2132988
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,558000,9160000000,"9,616.36",16400,58.02611383,1,0,0,0,0,0,0,0,40.8,38.4,30,0,64.27153015,49.48252869
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,571000,11700000000,"9,616.36",20500,59.3779767,1,0,0,0,0,0,0,0,47.6,40.8,34,0,85.27591705,66.55700684
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,586000,13900000000,"9,616.36",23700,60.93781847,1,0,0,0,0,0,0,0,46.1,47.6,38,0,80.20239258,63.00420761
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,609000,17200000000,"9,616.36",28200,63.32957585,1,0,0,0,0,0,0,0,53.4,46.1,42,0,75.46329498,63.32938004
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,619000,21100000000,"9,616.36",34100,64.36947036,1,0,0,0,0,0,0,0,50.6,53.4,46,0,70.95165253,66.55104065
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,621000,24700000000,"9,616.36",39800,64.57744926,1,0,0,0,0,0,0,0,58.9,50.6,50,0,83.11421967,54.92910004
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,626000,28100000000,"9,616.36",44900,65.09739652,1,0,0,0,0,0,0,0,68,58.9,54,0,87.27791595,58.75832748
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,624000,30700000000,"9,616.36",49200,64.88941762,1,0,0,0,0,0,0,0,67,68,58,0,87.82283783,69.36619568
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,4765000,23200000000,"42,774.93",4870,111.3970262,0,0,1,0,0,0,0,0,32.5,53.5,14,14,9.433276176,47.84331131
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,5052000,35100000000,"42,774.93",6950,118.1065638,0,0,1,0,0,0,0,0,30.1,32.5,18,18,9.701634407,41.93494415
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,5362000,53400000000,"42,774.93",9960,125.3537995,0,0,1,0,0,0,0,0,48,30.1,22,22,20.29726219,43.63346863
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,5635000,79400000000,"42,774.93",14100,131.7360426,0,0,1,0,0,0,0,0,40.3,48,26,26,27.04561043,44.2512207
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,6013000,1.18E+11,"42,774.93",19600,140.5729945,0,0,1,0,0,0,0,0,37.1,40.3,30,30,26.07233238,54.13732529
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,6394000,1.51E+11,"42,774.93",23600,149.480081,0,0,1,0,0,0,0,0,39.2,37.1,34,34,45.01173401,55.18108749
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,6667000,1.86E+11,"42,774.93",27900,155.862324,0,0,1,0,0,0,0,0,40.6,39.2,38,38,42.30407715,57.52155685
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,7079000,2.5E+11,"42,774.93",35300,165.4941341,0,0,1,0,0,0,0,0,45.1,40.6,42,42,36.50758743,41.90885925
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,7464000,3.1E+11,"42,774.93",41500,174.4947332,0,0,1,0,0,0,0,0,44.4,45.1,46,46,37.98286057,36.74110794
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,7795000,3.93E+11,"42,774.93",50400,182.2329107,0,0,1,0,0,0,0,0,45.5,44.4,50,50,47.16495132,48.34088135
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,8193000,4.32E+11,"42,774.93",52700,191.5374262,0,0,1,0,0,0,0,0,53,45.5,54,54,60.00307465,55.13526154
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,8411000,4.85E+11,"42,774.93",57700,196.6338694,0,0,1,0,0,0,0,0,51,53,58,58,45.45991516,31.52760315
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,3418000,18800000000,"71,297.95",5500,47.93966727,0,0,0,1,0,0,0,0,47.2,62,14,0,59.05485916,48.75112152
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,3611000,29300000000,"71,297.95",8110,50.64661747,0,0,0,1,0,0,0,0,38.6,47.2,18,0,60.18930435,49.58653641
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,4148000,48700000000,"71,297.95",11700,58.17839082,0,0,0,1,0,0,0,0,46.1,38.6,22,0,58.60728073,56.24370956
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,4349000,67900000000,"71,297.95",15600,60.99754621,0,0,0,1,0,0,0,0,37.3,46.1,26,0,64.85217285,64.52936554
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,4652000,90300000000,"71,297.95",19400,65.24731777,0,0,0,1,0,0,0,0,42.9,37.3,30,0,53.13470459,50.22771454
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,5143000,1.26E+11,"71,297.95",24500,72.13391128,0,0,0,1,0,0,0,0,50,42.9,34,0,69.20457458,65.88870239
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,5519000,1.55E+11,"71,297.95",28100,77.4075552,0,0,0,1,0,0,0,0,43.4,50,38,0,65.84770966,66.6788559
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,5894000,2.31E+11,"71,297.95",39200,82.66717346,0,0,0,1,0,0,0,0,49.8,43.4,42,0,48.97845459,58.01064682
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,6190000,2.58E+11,"71,297.95",41700,86.81876548,0,0,0,1,0,0,0,0,50.2,49.8,46,0,38.76684189,62.39559937
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,6566000,3.46E+11,"71,297.95",52700,92.09240939,0,0,0,1,0,0,0,0,52.8,50.2,50,0,57.47054291,59.55740356
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,6897000,3.8E+11,"71,297.95",55100,96.73489911,0,0,0,1,0,0,0,0,58,52.8,54,0,68.7725296,68.24697876
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,7295000,4.7E+11,"71,297.95",64400,102.3171073,0,0,0,1,0,0,0,0,56,58,58,0,50.62652206,65.03197479
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,1795000,7600000000,"24,230.04",4230,74.08159458,0,0,1,0,0,0,0,0,49.6,67.9,14,14,64.71572876,65.36720276
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,1832000,12000000000,"24,230.04",6550,75.60862467,0,0,1,0,0,0,0,0,36.4,49.6,18,18,46.93320847,54.2911377
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,1950000,17400000000,"24,230.04",8920,80.4786125,0,0,1,0,0,0,0,0,58,36.4,22,22,53.12098312,53.48718262
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,1952000,20400000000,"24,230.04",10500,80.56115467,0,0,1,0,0,0,0,0,49.8,58,26,26,54.98810959,64.5947113
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,1876000,23400000000,"24,230.04",12500,77.42455233,0,0,1,0,0,0,0,0,44.6,49.8,30,30,61.62310028,64.79711914
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,1809000,29100000000,"24,230.04",16100,74.65938975,0,0,1,0,0,0,0,0,52.2,44.6,34,34,64.43014526,49.78564835
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,1820000,36100000000,"24,230.04",19800,75.11337167,0,0,1,0,0,0,0,0,48.4,52.2,38,38,74.50809479,65.45942688
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,1808000,41800000000,"24,230.04",23100,74.61811867,0,0,1,0,0,0,0,0,51.5,48.4,42,42,63.58275986,65.42253113
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,1805000,46700000000,"24,230.04",25900,74.49430542,0,0,1,0,0,0,0,0,45.6,51.5,46,46,54.56336212,51.39051819
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,1815000,58600000000,"24,230.04",32300,74.90701625,0,0,1,0,0,0,0,0,43.2,45.6,50,50,66.26171112,65.30432129
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,1856000,68500000000,"24,230.04",36900,76.59913067,0,0,1,0,0,0,0,0,43,43.2,54,54,79.2819519,65.30432129
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,1831000,70400000000,"24,230.04",38400,75.56735358,0,0,1,0,0,0,0,0,36,43,58,58,52.47907257,61.36820984
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,4526000,22100000000,"65,496.38",4880,69.10305577,0,1,0,0,0,0,0,0,44.3,62.1,14,0,51.1652565,36.65405273
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,4610000,32300000000,"65,496.38",7010,70.3855694,0,1,0,0,0,0,0,0,43.7,44.3,18,0,59.47006607,63.98965454
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,4728000,50100000000,"65,496.38",10600,72.18719569,0,1,0,0,0,0,0,0,49.4,43.7,22,0,54.96306229,71.20555115
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,4763000,63200000000,"65,496.38",13300,72.72157637,0,1,0,0,0,0,0,0,43.2,49.4,26,0,52.92509842,50.56589508
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,4832000,82000000000,"65,496.38",17000,73.77506971,0,1,0,0,0,0,0,0,45,43.2,30,0,46.71246338,69.56707001
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,4993000,1.05E+11,"65,496.38",21000,76.23322083,0,1,0,0,0,0,0,0,51.4,45,34,0,63.13762283,49.06034851
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,5174000,1.35E+11,"65,496.38",26100,78.99673234,0,1,0,0,0,0,0,0,41.1,51.4,38,0,57.89038849,48.20085526
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,5364000,1.72E+11,"65,496.38",32100,81.89765602,0,1,0,0,0,0,0,0,48.8,41.1,42,0,49.84186554,35.29813385
0,1,0,1,0,47.33,47.33,46,48,44.5,52,47.4,49.8,5.7,-0.3,2.9,1.9,3,1,62.2,0,0,5510000,2.03E+11,"65,496.38",36800,84.12678685,0,1,0,0,0,0,0,0,47.8,48.8,46,0,50.47980499,33.32907486
0,1,0,0,0,46.5,42.5,47.67,43,46.67,46.33,51.8,41.6,5,0.6,1.9,4.1,0,1,36.5,0,0,5628000,2.44E+11,"65,496.38",43400,85.92841314,0,1,0,0,0,0,0,0,49.7,47.8,50,0,59.73656464,48.45682144
0,0,1,0,1,47.25,45,46.33,46,49.67,44,48,47.25,8.5,-0.8,1.6,3,3,0,49.1,49.1,49.1,5726000,2.64E+11,"65,496.38",46100,87.42467904,0,1,0,0,0,0,0,0,56,49.7,54,0,60.83742523,58.39602661
0,0,0,0,1,40.33,38.33,42.67,37.33,42.33,40,45.25,40.25,5,-0.6,2.9,0.7,7,0,46.7,0,46.7,5773000,3.05E+11,"65,496.38",52800,88.14227595,0,1,0,0,0,0,0,0,53,56,58,0,48.9084816,26.27243423
0,1,0,1,0,37,56,30.5,60.5,33,61,35,59.5,6,-0.1,3.3,3.3,2,1,55.8,0,0,346000,2100000000,"97,813.01",6070,3.537361748,0,0,0,1,0,0,0,0,35.5,56.6,14,0,43.86290359,32.06155014
0,1,0,0,0,62,29,52.5,34,51,40,47.33,45,4.9,-0.3,5.6,8.7,1,0,47.2,0,0,391000,3980000000,"97,813.01",10200,3.997423247,0,0,0,1,0,0,0,0,30.5,35.5,18,0,24.99071503,25.20121002
1,0,1,0,1,35,34.75,35.67,40.67,35.67,40.67,44.33,42,6,0,3.2,13.3,0,0,45.5,45.5,45.5,475000,8060000000,"97,813.01",17000,4.856204711,0,0,0,1,0,0,0,0,39.8,30.5,22,0,35.41698837,54.70791245
0,1,0,1,0,41,53,38.5,55.25,38.5,55.25,39.33,57.67,8.3,-2.5,4.6,3.8,2,0,50.3,0,0,513000,11600000000,"97,813.01",22600,5.244701088,0,0,0,1,0,0,0,0,28,39.8,26,0,32.34532166,45.25954819
0,1,0,0,0,50.5,39,49,42,41.5,48,40,50,5.7,-0.9,3.5,4.4,6,0,55.3,0,0,480000,10400000000,"97,813.01",21700,4.907322656,0,0,0,1,0,0,0,0,28.2,28,30,0,27.53446007,45.25954819
1,1,0,1,0,52.25,37.5,52.67,39.33,52,38.8,44.92,33.83,7.3,1,-0.1,3.1,1,0,60.9,0,0,465000,13000000000,"97,813.01",28000,4.753968823,0,0,0,1,0,0,0,0,38,28.2,34,0,32.54878998,44.01541901
1,0,1,0,1,50,34,51.2,35.8,52.77,35.23,52.2,35.8,5.6,0.1,2.7,2.5,5,0,49.6,49.6,49.6,480000,14600000000,"97,813.01",30400,4.907322656,0,0,0,1,0,0,0,0,34,38,38,0,45.52243805,44.38793182
0,0,0,0,1,41,47.5,42,50.25,43.62,47.23,43.73,46.87,4,-0.4,4.8,2.7,9,0,60.6,0,60.6,494000,15700000000,"97,813.01",31800,5.0504529,0,0,0,1,0,0,0,0,36.8,34,42,0,31.14620781,28.52112579
